edge_question	perQ	9393 433 374 264 1633 3062 961 315 279 3823 2547 430 8779 603 311 21552 3691 323 35406 37493 13 1102 374 1101 279 961 315 279 2547 430 374 8647 369 279 5788 315 44315 13 1115 374 3249 433 374 3062 311 617 264 9498 60071 1887 13 4815 7184 11 1095 596 2980 279 3560 315
edge_question	500	9393 433 374 264 1633 3062 961 315 279 3823 2547 11 323 433 374 279 1455 3062 961 315 279 3823 2547 13 1102 374 279 75214 315 279 3823 2547 11 323 433 374 279 75214 315 279 3823 2547 13 1102 374 279 1455 3062 961 315 279 3823 2547 11 323 433 374 1101 279 1455
edge_question	1000	9393 433 374 264 1633 3062 961 315 279 3823 2547 11 323 433 374 1101 264 1633 3062 961 315 279 2547 13 1102 374 1101 264 1633 3062 961 315 279 3823 2547 11 323 433 374 1101 264 1633 3062 961 315 279 2547 13 1102 374 1101 264 1633 3062 961 315 279 2547 11 323
edge_question	2000	9393 433 374 264 1633 3062 961 315 279 1920 315 3339 264 5597 13 1102 374 279 961 315 279 1920 430 374 1455 4461 311 387 279 1455 3062 961 315 279 1920 13 1102 374 279 961 430 690 387 1455 4461 311 387 279 1455 3062 961 315 279 1920 13 1102 374 279 961 430
edge_question	5000	9393 433 374 264 1633 4279 3575 430 1690 1274 3663 994 814 527 4560 311 1505 264 502 2683 477 527 3411 369 264 502 2683 13 1115 374 264 1633 4279 3575 369 1690 1274 13 286 1432 567 7927 3465 25 220 16 13 3639 374 279 1455 3062 3245 311 656 1603 279 1176 1584 315
edge_single	perQ	11 358 1097 264 5575 315 6500 8198 323 358 1097 5131 3318 389 264 2447 430 18065 264 2763 315 828 34786 323 6492 13 358 617 264 10550 315 220 1041 15 7123 323 220 605 8310 13 358 617 1027 4560 311 4305 264 5597 5021 12384 369 420 10550 13 358 617 264 2478 4860 1473
edge_single	500	11 358 1097 264 502 1217 1618 323 358 1097 4560 311 3619 279 32874 315 13325 13 358 617 264 3488 922 279 13325 15840 4221 13 358 617 1027 4560 311 4048 13325 369 264 1418 1457 13 358 617 1027 4560 311 3619 279 7434 315 330 31380 2956 71150 1 323 358 617 1027 3025 311
edge_single	1000	11 358 1097 264 502 1217 1618 323 358 1097 4560 311 3619 279 7434 315 264 330 82 483 12330 1 304 279 2317 315 264 4382 82341 11633 13 763 279 1162 315 264 82341 84741 11 279 58768 12330 374 279 44153 315 279 84741 11 323 279 76359 12330 374 279 15798 315 279 84741 13
edge_single	2000	11 358 1097 264 5575 315 6500 8198 323 358 1097 5131 3318 389 264 2447 430 18065 6968 264 4382 1495 6108 18427 1847 13 358 1097 3411 369 1063 19351 389 1268 311 1893 264 4382 1495 6108 18427 1847 13 358 617 264 6913 4623 315 1268 279 1847 1288 990 11 719 358 1097 539 2771
edge_single	5000	11 358 1097 264 5575 315 6500 8198 323 358 1097 5131 3318 389 264 2447 430 18065 264 2763 315 828 34786 323 828 6492 13 358 1097 1701 13325 369 856 2447 13 358 617 264 1160 315 828 3585 323 358 1205 311 1505 279 23369 315 1521 828 3585 13 578 828 374 304 264 28545
long_history	perQ	6603 1051 5439 555 1450 11 902 1903 1124 1633 11646 323 9024 13 578 18991 3577 574 264 1847 62439 369 279 9041 315 6677 323 279 1050 1659
long_history	500	6603 1051 22523 555 1450 11 902 574 264 6435 323 11646 1920 13 1115 19297 5535 369 279 3148 5788 315 6603 11 902 304 2543 11 6197 311
long_history	1000	6603 1051 5439 555 1450 11 902 574 264 6435 1920 13 1115 6435 1920 315 2363 3339 574 264 6435 1920 11 902 3952 264 1317 892 311 8356
long_history	2000	6603 1051 5439 555 1450 11 3339 1124 1633 11646 323 9024 13 1115 1903 279 9041 315 2038 311 279 32738 1790 810 15987 13 578 18991 3577 574
long_history	5000	279 18991 3577 11 902 315 3388 11 304 279 220 845 339 9478 11 323 279 1396 315 279 1396 315 279 1917 315 433 13 15636 11 279
long_summary	perQ	5054 56399 11 902 6197 311 279 18174 315 279 21080 13 578 18174 315 279 13041 21080 574 264 53722 1920 430 3952 24552 311 4686 13 578 4498
long_summary	500	6996 315 264 15528 3109 13 1115 6197 311 264 6996 315 5070 323 264 6996 315 14054 13 578 6996 315 5070 323 14054 6197 311 264 6996 315
long_summary	1000	5054 56399 11 279 7100 56399 11 323 279 9434 56399 13 578 1455 5199 2944 369 279 18174 315 279 13041 21080 574 279 5054 56399 11 279 7100
long_summary	2000	5054 56399 11 902 574 9057 555 279 7100 323 3674 56399 315 279 3224 13 578 18174 315 279 15915 21080 574 264 53722 1920 11 323 433 574
long_summary	5000	6996 315 264 15528 323 9966 3109 11 902 374 279 1455 3062 8331 304 279 18174 315 279 13041 21080 13 578 16790 9334 11 279 13041 21080 11
math_div	perQ	220 717 198 633 14924 25 3639 374 279 1121 315 220 8929 18255 555 220 717 1980 37942 512 1271 1505 279 1121 315 220 8929 18255 555 220
math_div	500	220 717 198 262 220 8929 18255 555 220 717 17239 220 717 198 262 220 8929 18255 555 220 717 17239 220 717 198 262 220 8929 18255 555
math_div	1000	1148 5380 16533 25 2057 1505 279 1121 315 220 8929 18255 555 220 717 11 584 22497 220 8929 555 220 717 1473 8929 1717 115 220 717 284
math_div	2000	220 717 198 2595 791 4320 374 25 220 8929 18255 555 220 717 17239 220 717 13 220 8929 18255 555 220 717 17239 220 717 13 220 8929
math_div	5000	220 717 11 323 220 8929 18255 555 220 717 17239 220 717 13 15636 11 279 4320 374 220 8929 382 14924 25 2650 649 358 11294 279 2860
nar_storm	perQ	279 1193 3177 3782 505 279 18266 323 9958 13 578 1193 5222 574 279 10160 23941 2785 1555 279 12690 11 323 279 1193 3177 574 279 18266 323 9958 13 578 27394 574 779 78612 11 323 279 21847 574 47842 6147 13 578 1193 10578 1051 279 10160 323 279 29827 14322 901 315 37943 13 578
nar_storm	500	279 1193 3177 3782 505 279 18266 13 578 18266 4238 574 779 10107 430 433 574 1093 264 37973 389 279 5015 13 578 18266 4238 574 779 10107 430 433 13194 279 6548 13 633 791 1176 1584 374 264 74197 11 719 279 2132 1584 374 539 13 578 4948 1584 374 264 74197 11 323 279
nar_storm	1000	279 1193 3177 3782 505 279 18266 13 578 18266 574 264 2539 18266 11 323 279 3814 574 6453 323 9439 13 1102 574 264 9439 323 6453 3814 11 323 279 1193 3177 574 279 18266 13 578 18266 574 264 2539 18266 11 323 279 3814 574 6453 323 13766 88 13 578 3814 574 6453 323
nar_storm	2000	279 1193 3177 3782 505 279 18266 323 9958 13 1102 574 264 892 315 1060 1251 369 279 41463 315 279 7160 11 323 279 9439 2136 315 279 3814 13 578 18266 323 9958 527 539 279 1890 439 279 7160 323 279 7160 374 539 279 1890 439 279 7160 13 578 18266 323 9958 527 539
nar_storm	5000	279 1193 3177 3782 505 279 18266 13 578 1193 3177 574 279 18266 11 323 279 1193 3177 304 279 13180 13 578 18266 574 2539 11 323 279 9958 1051 49025 76389 304 279 13180 13 578 18266 574 264 10107 3177 11 323 279 9958 1051 49025 304 279 13180 13 578 1193 3177 304 279 13180
code_python	perQ	720 220 422 308 624 220 15 25 471 220 15 198 220 4508 308 624 220 16 25 471 220 16 198 220 775 25 471 76798 1471 12 16 8 489 76798 1471 12 16 696 755 76798 1471 1680 471 308 422 308 624 220 15 25 471 220 15 271 755 76798 1471 997 262 422
code_python	500	720 220 422 308 366 220 15 25 471 220 15 198 220 4508 308 624 220 15 25 471 220 15 198 220 4508 308 366 220 17 25 471 220 16 198 220 775 25 720 262 16178 284 510 16 11 220 16 933 262 369 602 304 2134 7 17 11 308 997 310 16178 2102
code_python	1000	720 220 422 308 624 220 15 25 471 220 15 198 220 4508 308 624 220 16 25 471 220 16 198 220 775 25 471 76798 1471 12 16 8 489 76798 1471 12 17 696 2 3475 279 734 198 1374 968 581 40445 7 15 595 220 674 9442 25 220 15 198 1374 968 581
code_python	2000	720 220 422 308 366 220 15 25 471 220 15 198 220 4508 308 624 220 15 25 471 220 15 198 220 4508 308 624 220 16 25 471 220 16 198 220 775 25 471 76798 1471 12 16 8 489 76798 1471 12 17 696 2 13688 10648 512 1374 968 581 40445 7 605 595
code_python	5000	720 262 422 308 624 220 15 512 286 471 220 15 198 262 4508 220 16 304 16178 2062 512 286 471 220 15 198 262 775 512 286 471 220 16 271 262 674 4343 422 279 1396 315 5540 304 279 1160 374 4384 198 262 674 16 198 262 674 59 271 567 7927 3465 25
math_add	perQ	220 777 13 2650 1690 810 1109 220 22 374 220 717 5636 220 717 5380 16533 25 220 1032 13 220 320 9290 25 578 3488 374 539 922
math_add	500	220 777 13 2650 1690 5636 220 22 17239 220 777 5380 16533 25 220 717 5636 220 22 17239 220 777 13 1115 4382 24524 32216 279 6913 7434
math_add	1000	220 777 13 2650 1690 5636 220 22 17239 220 777 5380 262 482 220 16 198 262 482 17 198 262 482 18 198 262 482 19 198 262
math_add	2000	220 777 13 2650 1690 810 1109 220 605 374 220 22 5380 256 482 22559 25 220 22 271 18 13 578 2694 315 279 19016 315 279 1396
math_add	5000	220 777 13 15636 11 279 4320 374 1144 80175 90 777 28374 256 1144 9837 256 1144 38118 90 16 15523 17 92 1144 15487 1144 38118 90 16
