code_python	routed	720 262 422 308 624 220 15 512 286 471 220 15 198 262 4508 220 16 304 16178 2062 512 286 471 220 15 198 262 775 512 286 471 220 16 271 262 674 4343 422 279 1396 315 5540 304 279 1160 374 4384 198 262 674 16 198 262 674 59 271 567 7927 3465 25
code_python	posracle	720 220 422 308 366 220 15 25 471 482 16 198 220 4508 308 624 220 15 25 471 220 15 198 220 4508 308 624 220 16 25 471 220 16 198 220 775 25 471 76798 1471 12 16 8 489 76798 1471 12 17 696 2 3475 279 734 198 1374 968 581 40445 7 15
code_python	hybrid_k1_8	720 220 422 308 366 220 15 25 471 2290 198 220 4508 308 624 220 15 25 471 220 15 198 220 4508 308 624 220 16 25 471 220 16 198 220 775 25 471 76798 1471 12 16 8 489 76798 1471 12 17 340 220 711 76798 1471 1680 720 262 422 308 366 220 15
code_python	hybrid_k1_16	720 220 422 308 366 220 15 25 471 482 16 198 220 4508 308 624 220 15 25 471 220 15 198 220 4508 308 624 220 16 25 471 220 16 198 220 775 25 471 76798 1471 12 16 8 489 76798 1471 12 17 696 2 3475 279 734 198 1374 968 581 40445 7 605
code_python	hybrid_k1_32	720 220 422 308 366 220 15 25 471 482 16 198 220 4508 308 624 220 15 25 471 220 15 198 220 4508 308 624 220 16 25 471 220 16 198 220 775 25 471 76798 1471 12 16 8 489 76798 1471 12 17 696 2 3475 279 734 198 1374 968 581 40445 7 15
edge_question	routed	9393 433 374 264 1633 4279 3575 430 1690 1274 3663 994 814 527 4560 311 1505 264 502 2683 477 527 3411 369 264 502 2683 13 1115 374 264 1633 4279 3575 369 1690 1274 13 286 1432 567 7927 3465 25 220 16 13 3639 374 279 1455 3062 3245 311 656 1603 279 1176 1584 315
edge_question	posracle	9393 433 374 264 1633 3062 961 315 279 3823 2547 13 1102 374 279 961 315 279 2547 430 374 8647 369 279 5788 315 2579 6680 7917 13 578 5788 315 2579 6680 7917 374 1101 8647 369 279 18386 315 24463 323 12782 40589 304 279 2547 13 578 5788 315 2579 6680 7917 374 1101 8647
edge_question	hybrid_k1_8	9393 433 374 264 1633 3062 961 315 279 3823 2547 430 8779 603 311 21552 3691 323 1101 8779 304 279 5788 315 44315 13 1102 374 1101 8647 369 279 5788 315 2579 6680 7917 13 1102 374 1101 279 75214 315 279 2547 11 439 433 5825 4907 311 279 2547 13 1102 374 1101 8647 369
edge_question	hybrid_k1_16	9393 433 374 264 1633 3062 961 315 279 3823 2547 13 1102 374 279 961 315 279 2547 430 374 8647 369 279 5788 315 2579 6680 7917 13 578 5788 315 2579 6680 7917 374 1101 8647 369 279 18386 315 24463 323 12782 40589 304 279 2547 13 1442 279 5788 315 2579 6680 7917 374 539
edge_question	hybrid_k1_32	9393 433 374 264 1633 3062 961 315 279 3823 2547 13 1102 374 279 961 315 279 2547 430 374 8647 369 279 5788 315 2579 6680 7917 13 578 5788 315 2579 6680 7917 374 1101 8647 369 279 18386 315 24463 323 12782 40589 304 279 2547 13 1442 279 5788 315 2579 6680 7917 374 10717
edge_single	routed	11 358 1097 264 5575 315 6500 8198 323 358 1097 5131 3318 389 264 2447 430 18065 264 2763 315 828 34786 323 828 6492 13 358 1097 1701 13325 369 856 2447 13 358 617 264 1160 315 828 3585 323 358 1205 311 1505 279 23369 315 1521 828 3585 13 578 828 374 304 264 28545
edge_single	posracle	11 358 1097 264 502 1217 1618 323 358 1097 4560 311 3619 279 7434 315 330 67 940 5219 1 304 279 2317 315 279 2728 3575 13 578 3575 374 439 11263 1473 29 6914 400 87 3 387 264 1972 1396 13 1322 588 430 422 400 87 3 374 459 7698 11 1243 400 87 3
edge_single	hybrid_k1_8	11 358 1097 264 502 1217 1618 323 358 1097 4560 311 3619 279 7434 315 264 330 67 940 1 304 279 2317 315 264 330 67 940 1 6303 47544 13 358 617 264 3488 922 279 7419 315 279 4751 330 67 940 1 304 279 2317 315 264 6303 47544 13 358 1097 539 2771 358
edge_single	hybrid_k1_16	11 358 1097 264 502 1217 1618 323 358 1097 4560 311 3619 279 7434 315 279 2204 79443 315 264 734 13 358 617 264 734 282 2120 8 284 865 61 17 489 220 17 87 489 220 16 323 358 1390 311 1505 279 32905 315 420 734 13 358 617 6818 1701 279 7419 315 279
edge_single	hybrid_k1_32	11 358 1097 264 502 1217 1618 323 358 1097 4560 311 3619 279 7434 315 330 67 940 5219 1 304 279 2317 315 279 2728 3575 13 578 3575 374 439 11263 1473 29 6914 400 87 3 387 264 1972 1396 13 1322 588 430 422 400 87 3 374 459 7698 11 1243 400 87 3
long_history	routed	279 18991 3577 11 902 315 3388 11 304 279 220 845 339 9478 11 323 279 1396 315 279 1396 315 279 1917 315 433 13 15636 11 279
long_history	posracle	6603 1051 22523 555 1450 11 902 574 264 1633 6435 1920 13 578 28229 315 279 18991 3577 5535 369 279 3148 5788 315 6603 11 902 574 264
long_history	hybrid_k1_8	6603 1051 22523 555 1450 11 902 574 264 6435 323 11646 1920 13 578 18991 3577 574 264 1847 62439 11 323 433 574 36592 555 55205 52686 304
long_history	hybrid_k1_16	6603 1051 22523 555 1450 11 902 574 264 1633 6435 1920 13 52686 596 28229 5535 369 6603 311 387 17124 6288 323 12136 398 11 902 1903 433
long_history	hybrid_k1_32	6603 1051 22523 555 1450 11 902 574 264 1633 6435 1920 13 578 28229 315 279 18991 3577 574 264 3682 13353 1486 304 3925 13 1102 5535 369
long_summary	routed	279 7100 11501 13 534 59 408 90 6190 60 1144 817 1757 90 68175 534 59 408 90 6190 92 1144 1116 90 2239 92 382 791 4320 374
long_summary	posracle	279 5054 56399 11 902 6197 311 279 18174 315 279 32447 13 578 7100 35665 1051 1101 264 29820 8331 11 719 814 1051 539 439 5199 439 279
long_summary	hybrid_k1_8	279 7100 18174 11 902 6197 311 279 4498 315 279 11104 13041 21080 13 578 13041 21080 574 264 13057 323 6485 8396 11 323 279 18174 315 279
long_summary	hybrid_k1_16	279 7100 35665 13 578 13041 21080 574 264 13057 323 6485 8396 430 574 5107 311 2633 13 578 21080 574 1101 264 3682 7100 2410 11 449 264
long_summary	hybrid_k1_32	279 54490 1122 1558 88771 11 902 6197 311 279 4498 315 279 11104 13041 21080 13 578 4498 315 279 11104 13041 21080 574 264 53722 1920 430 10222
math_add	routed	220 777 13 15636 11 279 4320 374 1144 80175 90 777 28374 256 1144 9837 256 1144 38118 90 16 15523 17 92 1144 15487 1144 38118 90 16
math_add	posracle	220 777 13 220 777 28382 220 22 17239 220 717 13 220 717 5636 220 22 17239 220 777 13 220 717 28382 220 22 17239 220 20 13
math_add	hybrid_k1_8	220 777 13 3082 477 3641 5380 16533 25 3641 271 14924 220 1032 25 330 791 2694 315 220 20 323 220 18 374 220 23 1210 720 16533
math_add	hybrid_k1_16	220 777 13 220 777 28382 220 22 17239 220 717 13 220 717 5636 220 22 17239 220 777 13 220 717 28382 220 22 17239 220 20 13
math_add	hybrid_k1_32	220 777 13 220 777 28382 220 22 17239 220 717 13 220 717 5636 220 22 17239 220 777 13 220 717 28382 220 22 17239 220 20 13
math_div	routed	220 717 11 323 220 8929 18255 555 220 717 17239 220 717 13 15636 11 279 4320 374 220 8929 382 14924 25 2650 649 358 11294 279 2860
math_div	posracle	220 717 198 633 791 1620 4320 374 25 220 8929 18255 555 220 717 17239 220 717 13 1144 80175 90 717 92 1144 60 1144 2595 14924 25
math_div	hybrid_k1_8	220 717 198 633 59 80175 90 8929 1144 614 220 717 284 220 717 534 59 408 90 6190 534 59 408 90 16157 287 92 1144 408 90
math_div	hybrid_k1_16	220 717 198 633 791 1620 4320 374 25 220 8929 18255 555 220 717 17239 220 717 13 1144 80175 90 717 92 1144 60 1144 2595 791 1620
math_div	hybrid_k1_32	220 717 198 633 791 1620 4320 374 25 220 8929 18255 555 220 717 17239 220 717 13 1144 80175 90 717 92 1144 60 1144 2595 791 1620
nar_storm	routed	279 1193 3177 304 279 3130 574 279 29447 4776 38899 4238 13 578 3130 574 5213 398 13318 555 279 29447 4776 3177 315 279 52305 11 902 6445 29447 4776 35612 389 279 14620 11 6968 459 97383 16975 13 534 59 408 90 6190 633 59 408 90 6190 534 59 408 90 6190 633 59 6190
nar_storm	posracle	279 1193 3177 3782 505 279 29447 4776 8761 95857 4994 13 578 10160 1268 839 1555 279 12690 11 323 279 11422 95579 2403 279 11276 13 578 13766 88 3814 574 264 892 315 2294 2349 11 323 279 1274 315 279 6424 1051 539 10235 369 1148 574 311 2586 13 2435 1047 1027 5496 304 279
nar_storm	hybrid_k1_8	279 1193 3177 3782 505 279 18266 323 264 2478 29447 4776 8761 50552 13 578 10160 1268 839 1555 279 12690 11 323 279 11422 44033 1523 304 25112 11 294 6793 287 4395 304 1202 1853 13 578 12690 272 1127 291 323 10707 52530 304 279 10160 11 872 23962 2064 17718 1203 323 13544 304 279
nar_storm	hybrid_k1_16	279 1193 3177 3782 505 279 29447 4776 8761 95857 4994 13 578 10160 1268 839 1555 279 12690 11 323 279 11422 95579 2403 279 11276 13 578 13766 88 3814 574 264 892 315 2294 2349 11 323 279 1274 315 279 6424 1051 8430 279 6372 13 578 3131 7716 81 2299 3157 574 1457 4384 11
nar_storm	hybrid_k1_32	279 1193 3177 3782 505 279 29447 4776 8761 95857 4994 13 578 10160 1268 839 1555 279 12690 11 323 279 11422 95579 2403 279 11276 13 578 16975 574 43787 11 323 279 5885 1051 389 6964 13 2435 1051 682 305 85201 3871 304 279 5496 3130 11 4560 311 1304 5647 315 279 4455 430 1047
