factual_capital	routed	64	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	routed	32	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 10057 30 22559 25 20437
factual_capital	routed	16	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 13 220 8922 25 3788 1129 2185 960 1018 1036 3074
factual_capital	routed	8	720 16533 25 12366 13 12366 374 279 6864 315 9822 13 1102 374 264 3363 3967 369 1202 13970 61024 11 13042 26431 11 323 439 279 4851 315
factual_capital	routed	4	720 16533 25 12366 13 220 12366 374 279 6864 315 9822 13 1102 374 1101 3967 439 279 4409 315 8828 11 279 4409 315 10919 11 323 279
factual_capital	oracle	128	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	oracle	64	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	oracle	32	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 61875 14 60704 271 3923 374 279 6864 315 9822 30 22559 25 12366
factual_capital	oracle	16	720 16533 25 12366 13 220 8922 25 3788 1129 2185 960 1018 1036 3074 916 14 32409 81970 685 271 567 7927 3465 25 9842 459 3187 315 1268
factual_capital	oracle	8	720 16533 25 12366 13 220 12366 374 279 6864 315 9822 13 220 12366 374 279 6864 315 9822 13 220 12366 374 279 6864 315 279 6864 315
factual_capital	oracle	4	720 16533 25 12366 13 12366 374 279 6864 315 279 3224 315 279 6864 315 279 220 20 13 22559 374 279 220 18 13 578 4320 374 279
